service_id,date,exception_type
848:20260430,20260424,2
636:20260430,20260424,2
M159:20260430,20260424,2
156:20260430,20260424,1
147:20260430,20260424,1
125:20260430,20260424,1
126:20260430,20260424,1
413:20260430,20260424,1
662:20260430,20260424,2
116:20260430,20260424,1
M136:20260430,20260424,2
M124:20260430,20260424,2
428:20260430,20260424,1
146:20260430,20260424,1
647:20260430,20260424,2
M128:20260430,20260424,2
506:20260430,20260424,1
M165:20260430,20260424,2
M169:20260430,20260424,2
154:20260430,20260424,1
M111:20260430,20260424,2
M161:20260430,20260424,2
167:20260430,20260424,1
635:20260430,20260424,2
155:20260430,20260424,1
653:20260430,20260424,2
840:20260430,20260424,2
M145:20260430,20260424,2
618:20260430,20260424,2
M131:20260430,20260424,2
625:20260430,20260424,2
640:20260430,20260424,2
113:20260430,20260424,1
820:20260430,20260424,1
163:20260430,20260424,1
159:20260430,20260424,1
121:20260430,20260424,1
613:20260430,20260424,2
110:20260430,20260424,1
102:20260430,20260424,1
127:20260430,20260424,1
M105:20260430,20260424,2
M130:20260430,20260424,2
150:20260430,20260424,1
607:20260430,20260424,2
101:20260430,20260424,1
133:20260430,20260424,1
106:20260430,20260424,1
619:20260430,20260424,2
174:20260430,20260424,1
115:20260430,20260424,1
168:20260430,20260424,1
408:20260430,20260424,1
617:20260430,20260424,2
M150:20260430,20260424,2
629:20260430,20260424,2
M154:20260430,20260424,2
816:20260430,20260424,1
142:20260430,20260424,1
825:20260430,20260424,2
665:20260430,20260424,2
409:20260430,20260424,1
811:20260430,20260424,1
130:20260430,20260424,1
147:20260430,20260425,2
125:20260430,20260425,2
126:20260430,20260425,2
662:20260430,20260425,1
413:20260430,20260425,2
116:20260430,20260425,2
M136:20260430,20260425,2
M124:20260430,20260425,2
647:20260430,20260425,1
M128:20260430,20260425,2
506:20260430,20260425,2
M165:20260430,20260425,2
428:20260430,20260425,2
146:20260430,20260425,2
154:20260430,20260425,2
M111:20260430,20260425,2
M161:20260430,20260425,2
M169:20260430,20260425,2
635:20260430,20260425,1
167:20260430,20260425,2
155:20260430,20260425,2
840:20260430,20260425,2
653:20260430,20260425,1
M145:20260430,20260425,2
M131:20260430,20260425,2
625:20260430,20260425,1
640:20260430,20260425,1
618:20260430,20260425,1
820:20260430,20260425,2
113:20260430,20260425,2
159:20260430,20260425,2
121:20260430,20260425,2
163:20260430,20260425,2
613:20260430,20260425,1
102:20260430,20260425,2
110:20260430,20260425,2
127:20260430,20260425,2
M105:20260430,20260425,2
M130:20260430,20260425,2
150:20260430,20260425,2
607:20260430,20260425,1
101:20260430,20260425,2
133:20260430,20260425,2
106:20260430,20260425,2
619:20260430,20260425,1
174:20260430,20260425,2
115:20260430,20260425,2
168:20260430,20260425,2
408:20260430,20260425,2
617:20260430,20260425,1
M150:20260430,20260425,2
629:20260430,20260425,1
M154:20260430,20260425,2
816:20260430,20260425,2
665:20260430,20260425,1
142:20260430,20260425,2
825:20260430,20260425,2
811:20260430,20260425,2
130:20260430,20260425,2
409:20260430,20260425,2
421:20260430,20260425,2
M170:20260430,20260425,2
M156:20260430,20260425,2
M102:20260430,20260425,2
604:20260430,20260425,1
M158:20260430,20260425,2
173:20260430,20260425,2
429:20260430,20260425,2
M168:20260430,20260425,2
160:20260430,20260425,2
M118:20260430,20260425,2
616:20260430,20260425,1
511:20260430,20260425,2
128:20260430,20260425,2
M142:20260430,20260425,2
M141:20260430,20260425,2
169:20260430,20260425,2
M144:20260430,20260425,2
120:20260430,20260425,2
622:20260430,20260425,1
176:20260430,20260425,2
M155:20260430,20260425,2
405:20260430,20260425,2
131:20260430,20260425,2
123:20260430,20260425,2
M143:20260430,20260425,2
157:20260430,20260425,2
M132:20260430,20260425,2
M120:20260430,20260425,2
657:20260430,20260425,1
523:20260430,20260425,2
124:20260430,20260425,2
660:20260430,20260425,1
664:20260430,20260425,1
149:20260430,20260425,2
643:20260430,20260425,1
105:20260430,20260425,2
112:20260430,20260425,2
M138:20260430,20260425,2
171:20260430,20260425,2
122:20260430,20260425,2
655:20260430,20260425,1
M152:20260430,20260425,2
809:20260430,20260425,2
M139:20260430,20260425,2
152:20260430,20260425,2
139:20260430,20260425,2
634:20260430,20260425,1
646:20260430,20260425,1
136:20260430,20260425,2
631:20260430,20260425,1
M112:20260430,20260425,2
651:20260430,20260425,1
606:20260430,20260425,1
637:20260430,20260425,1
807:20260430,20260425,2
M107:20260430,20260425,2
502:20260430,20260425,2
822:20260430,20260425,2
424:20260430,20260425,2
M174:20260430,20260425,2
132:20260430,20260425,2
659:20260430,20260425,1
404:20260430,20260425,2
M134:20260430,20260425,2
172:20260430,20260425,2
417:20260430,20260425,2
642:20260430,20260425,1
M167:20260430,20260425,2
162:20260430,20260425,2
104:20260430,20260425,2
107:20260430,20260425,2
138:20260430,20260425,2
601:20260430,20260425,1
819:20260430,20260425,2
M101:20260430,20260425,2
135:20260430,20260425,2
118:20260430,20260425,2
503:20260430,20260425,2
630:20260430,20260425,1
623:20260430,20260425,1
M164:20260430,20260425,2
605:20260430,20260425,1
M129:20260430,20260425,2
626:20260430,20260425,1
609:20260430,20260425,1
M172:20260430,20260425,2
668:20260430,20260425,1
143:20260430,20260425,2
M160:20260430,20260425,2
103:20260430,20260425,2
M166:20260430,20260425,2
645:20260430,20260425,1
111:20260430,20260425,2
M116:20260430,20260425,2
M176:20260430,20260425,2
663:20260430,20260425,1
M125:20260430,20260425,2
114:20260430,20260425,2
507:20260430,20260425,2
M171:20260430,20260425,2
654:20260430,20260425,1
814:20260430,20260425,2
M117:20260430,20260425,2
M103:20260430,20260425,2
514:20260430,20260425,2
140:20260430,20260425,2
M153:20260430,20260425,2
M110:20260430,20260425,2
621:20260430,20260425,1
515:20260430,20260425,2
M127:20260430,20260425,2
164:20260430,20260425,2
M104:20260430,20260425,2
527:20260430,20260425,2
137:20260430,20260425,2
656:20260430,20260425,1
165:20260430,20260425,2
M151:20260430,20260425,2
401:20260430,20260425,2
M146:20260430,20260425,2
612:20260430,20260425,1
652:20260430,20260425,1
648:20260430,20260425,1
624:20260430,20260425,1
620:20260430,20260425,1
148:20260430,20260425,2
170:20260430,20260425,2
